title	id	score
tautas ieteikumi, kā ilgāk saglabāt eglīti mājoklī	50689677	0.23529411764705882
maltītes bez gaļas atslodzei pirms svētkiem: ērts recepšu špikeris no a līdz z	50934381	0.22857142857142856
kur baudīt garšīgāko pho zupu rīgā – 'tasty' vērtē 9 vjetnamiešu ēstuves	51567023	0.22361111111111112
zinta ziemelis jeb sintija lina. latviete, kas holivudu un marlonu brando valdzināja	51569171	0.22297297297297297
par bērnu pornogrāfijas apriti piespriež nosacītu sodu	51598139	0.22105263157894736
par saeimas atlaišanu savākts 41 tūkstotis parakstu, intensitāte strauji kritusies	51702427	0.22061728395061728
čukotkā 56 leduslāči plānā jūras ledus dēļ apmetušies līdzās ciemam	51702449	0.2204433497536946
vācijas uzņēmēji aicina nepiemērot krievijai jaunas ekonomiskās sankcijas	51702409	0.22042079207920792
krievu savienība rīgas domes ārkārtas vēlēšanās cer iegūt 'saskaņas' elektorāta balsis	51702827	0.22033492822966508
krievijā studentu notiesā par ekstrēmismu vietnē 'youtube'	51701937	0.22032828282828282
foto: torņakalna baznīcā atvadās no akadēmiķa jāņa stradiņa	51702635	0.22031630170316302
lielbritānijas ministrei bažas par krievijas mēģinājumiem ietekmēt priekšvēlēšanu kampaņu	51703163	0.22030878859857483
foto: saeimas hokeja komanda piekāpjas valsts policijai	51703335	0.22026066350710902
novembrī rīgas domes vēlēšanās lielāko atbalstu gūtu 'saskaņa', ap un jv	51703091	0.22023809523809523
ministrs: turcija nav līdz galam apstiprinājusi nato plānus baltijas valstīm un polijai	51702185	0.22019950124688278
kleins 'rīgas satiksmei' liek atkārtoti izvērtēt sadarbību ar 'rīgas mikroautobusu satiksmi'	51702793	0.2201923076923077
foto: grieķijā policistu nošautā pusaudža nāves gadadienā izceļas nekārtības	51702665	0.22016908212560388
nākamgad par ģimenes ārsta apmeklējumu daļai iedzīvotāju varētu nākties maksāt vairāk	51702803	0.22014388489208633
foto: svinīgi atzīmē valsts policijas 101. gadadienu	51695673	0.22013651877133106
ilze brands-kehris kļūst par ano ģenerālsekretāra vietnieci	51702169	0.220125
dzīvojamās mājas ugunsgrēkā līgatnes novadā bojā gājis cilvēks	51702599	0.2201219512195122
baltkrievija negrasās kļūt par daļu no brālīgās krievijas, paziņo lukašenko	51696295	0.22009966777408638
baltijas valstu premjeri uzdod ministriem rast risinājumu 'rail baltica' sekmīgai īstenošanai	51702263	0.22009925558312654
politologs valdošās koalīcijas rīcībā vēlēšanu jautājumā saskata draudus demokrātijai	51702655	0.22009685230024212
foto: minskā opozīcijas aktīvisti protestē pret ciešāku integrāciju ar krieviju	51703035	0.22004773269689737
sm rosina par 3,55 miljoniem atpirkt miljonāriem piederošo zemi biķernieku sporta kompleksā	51702683	0.22
sestdien gaidāms sniegs, lietus un brāzmains vējš	51702471	0.2199017199017199
francijā otro dienu turpinās streiks pret pensiju reformu; paralizēta satiksme	51701967	0.2198992443324937
apšaudē asv karaflotes aviācijas bāzē floridā uzbrucējs nošāvis trīs cilvēkus	51702117	0.21979949874686716
piektdien avārijās cietuši deviņi cilvēki	51702639	0.21978155339805824
starp lielākajām latvijas pilsētām plāno veidot ātrgaitas autoceļus	51701499	0.21976744186046512
foto: kurzemes reģionā 28 auto konstatētas 'plikas' riepas; vienam atņemtas numurzīmes	51701895	0.21974683544303797
sarunas ar asv par kodolatbruņošanos nav nepieciešamas, paziņo ziemeļkoreja	51703377	0.21973995271867613
vides inspektori lašveidīgo nārsta vietās izņēmuši 76 nelegālās zvejas rīkus	51703909	0.2196551724137931
bize vaļā #31: mēs esam kaili	51702257	0.21965174129353235
vid ierēdņiem būs jābūt nevainojamai reputācijai	51696525	0.21964285714285714
viena partija rīgas domes ārkārtas vēlēšanu aģitācijai varēs tērēt līdz 157 977 eiro	51702103	0.21959798994974875
par cietsirdīgu izturēšanos sodītiem saimniekiem rosina konfiscēt dzīvniekus	51702505	0.219559902200489
ušakovs: pūce jau otro reizi rupji pārkāpis likumu	51701407	0.21955958549222798
merkele aušvicas nāves nometnē pauž dziļu kaunu par tur notikušo	51701891	0.21954314720812182
bēgļu nometne lesbas salā apdraud sievietes, uzstāj hrw	51695961	0.2195
es veidos modernu satelītu sistēmu cīņai pret oglekļa dioksīda emisijām	51696341	0.21947194719471946
lai ballē visus apžilbinātu! stilistes ieteikumi dāmām un kungiem	51695717	0.2193877551020408
ep1: jauniešu pasaule – kādas vides problēmas ir jārisina	51696437	0.2193811074918567
gaidāmas būtiskas izmaiņas visos vilcienu maršrutos	51696337	0.21937086092715233
foto: lu botāniskais dārzs svētku laikā pārtop maģiskā ziemas gaismas dārzā	51702503	0.2193627450980392
prokuratūra uzrāda apsūdzību lks valdes loceklim par latvijas okupācijas noliegšanu	51703895	0.21935483870967742
melnajā tirgū var nopirkt piekļuvi maskavas sejas atpazīšanas kamerām, apgalvo medijs	51701767	0.21930946291560102
cvk mediķu iniciatīvu parakstu vākšanai seimas atsaukšanai pievieno esošajai	51696407	0.21928104575163399
svētdien debesis apmāksies un līs	51703521	0.21922169811320755
cilvēkiem vairāk patīk dāvanas, kas nav perfekti iesaiņotas, liecina pētījums	51701579	0.21920103092783505
andris lazdiņš: vai bezkontakta norēķini ir uz palikšanu?	51695433	0.2191780821917808
nākamā nedēļa būs silta, vējaina un mākoņaina	51704033	0.21915137614678898
sanita pētersone: videonovērošanas veicēji un valsts iestādes nonāks zem personas datu aizsardzības uzraugu lupas	51701261	0.219140625
telpaugi svētku rotā: kāpēc augus nevajadzētu rotāt vai nopūst ar spīguļiem	51701771	0.21913265306122448
bičevskis tuvākos mēnešus veltīs rokasbumbai	51701781	0.21908396946564884
'saskaņa' neatbalstīs likumprojektu par rīgas domes atlaišanu, paziņo urbanovičs	51701645	0.21897435897435896
apbrīnojamas vietas var atklāt ne tikai dārgos ceļojumus, bet arī tepat rīgā tikai par 1,15 eiro	51696605	0.21893203883495146
skrējienā pēc superieroča. vai modernākās raķetes krievijai palīdzēs atgūt lielvaru	51701231	0.21892950391644908
zīmējums un atbalsts dzīvniekiem pret ziedojumu: aicina piedalīties labdarības projektā	51696399	0.21891447368421052
par jaunieša piekaušanu līdz nāvei krāslavā lūdz apsūdzēt trīs vīriešus	51694987	0.21890459363957598
pirmoreiz kopš 2003. gada latvijā mirusi, iespējams, ar trakumsērgu inficēta sieviete	51695951	0.2188963210702341
pašpasludinātais sibīrijas šamanis turpina ceļu uz maskavu, lai padzītu putinu	51704131	0.21886363636363637
dienesti mācībās trenējas īstenot nacionālo pretterorisma plānu	51696401	0.21885245901639344
mediķi izaicina politiķus parādīt zināšanas prāta spēlē 'valsts budžets 2020'	51694989	0.2188380281690141
autovadītāju ievērībai: apledojuši autoceļi alūksnes, jelgavas un gulbenes apkaimē	51703563	0.2188235294117647
automašīnu sadursmē uz rīgas apvedceļa cietuši trīs cilvēki	51703825	0.21875
eliass pēc avārijas. gandrīz akvamens, bet bez 'čerepaškām' pagaidām – nekur	51650325	0.21875
pēc pašvaldību reformas deputātu skaits vietvarās varētu sarukt par 864 domniekiem	51703861	0.2187066974595843
ilze aizsilniece: politiķu zināšanu pārbaude	51695035	0.21870629370629371
turcija pieļauj iespēju aizliegt asv izmantot divas svarīgas aviobāzes	51714267	0.21869712351945855
politiķi ignorē mediķu izaicinājumu un neierodas uz 'prāta spēlēm'	51714335	0.21866554054054055
pirmdien brīžiem uzspīdēs saule	51704047	0.21864988558352402
egļu ceļš, gaismas dārzs un bezmaksas slidotavas atklāšana: ko darīt otrajā adventē	51695747	0.21864406779661016
trešdien satiksmei atklās dzelzceļa pārbrauktuvi zem brasas pārvada	51701587	0.2186375321336761
latvijas ārlietu ministrija izsaka līdzjūtību indijai saistībā ar traģisko ugunsgrēku	51703751	0.2186046511627907
konkurss: pastāsti savu īpašo ziemassvētku bildinājuma vai kāzu stāstu	51701299	0.21857142857142858
malāvija patriec es pārstāvi par iejaukšanos iekšlietās	51695347	0.21855670103092784
nāvējošās masalas samoa: ano vaino vakcinācijas pretiniekus; komandas veic masveida potēšanu	51696607	0.21854838709677418
tirgotājs: degvielas cenas likuma izmaiņu dēļ nākamgad pieaugs par sešiem centiem	51714223	0.21850594227504244
narkologa apmeklēšanai nebūs vajadzīgs nosūtījums; pieejamāki kļūs arī citi pakalpojumi	51704079	0.2184931506849315
aivars broks: centralizētie eksāmeni pieejamajiem un izcilajiem – vai lāsts uz mūžu?	51714263	0.21838983050847458
dāvanas un pudiņi: cik svētkos tērē karaliene elizabete ii	51714337	0.21838111298482293
izstādē maiami apēd 100 000 eiro vērto instalāciju – pie sienas pielīmēto banānu	51704195	0.21836734693877552
pedagogi lems par protesta akcijām	51695273	0.21833910034602075
septīto gadu pēc kārtas decembris ir siltāks par normu	51703621	0.21830985915492956
arī šogad valsts apsaimniekotajos mežos iedzīvotāji drīkstēs nocirst vienu eglīti	51695051	0.21829268292682927
spītējot baisajām prognozēm. ances keitas stāsts​ no madlienas līdz rīgai	51656653	0.21829268292682927
foto: pie valdības ēkas protestē pret viesstrādniekiem	51710295	0.21828358208955223
dodiet bērniem grāmatas, un viņi lasīs. 'cālis' viesojas lnb bērnu literatūras centrā	51714377	0.21826599326599327
slepkavība, kurā atzinās 130 cilvēku. saruna ar pētnieku jānu stoklasu	51694965	0.21826241134751773
izsūtījums, kas izglāba no holokausta	51704123	0.21822323462414578
atis klimovičs: par drošību jārunā atklātāk	51701153	0.2181937172774869
foto: ugunsgrēkā rūpnīcā deli 43 bojāgājušie	51703691	0.21818181818181817
ieceri par domes ievēlēšanu uz garāku termiņu dzen caur saeimu kā steidzamu	51713897	0.21818181818181817
rīgā degoša adventes vainaga un galda dēļ nākas evakuēties 70 cilvēkiem	51703649	0.21814988290398127
ministri pauž bažas, ka jaunie noteikumi degvielas cenas nākamgad palielinās par 10 centiem	51712047	0.21814159292035398
bijušais slovākijas premjers apsūdzēts naida kurināšanā	51698523	0.21812865497076023
27 cilvēku ārpustiesas nāvessodi groznijā: asv sankcijām pakļauj čečenu amatpersonu	51713653	0.21812714776632303
knab vērtēs ar rektores ģimeni saistīta uzņēmuma piesaistīšanu llu projekta īstenošanai	51714011	0.2181196581196581
ziemeļkoreja veikusi 'ļoti nozīmīgu izmēģinājumu'	51703809	0.21809744779582366
varam jau konsultējas par iespējamo rīgas domes ārkārtas vēlēšanu laiku	51695751	0.21807432432432433
asv noslēgušas spēku atvilkšanu no sīrijas ziemeļiem, paziņo espers	51695005	0.2180701754385965
video: cēres pagastā atrod 34 nežēlīgos apstākļos turētus suņus	51695105	0.21805555555555556
kristaps gulbis: radošā latvija	51699895	0.2180327868852459
kārtējie ieteikumi vai sods – pēc pārbaudēm pansionātā 'lauciene' jāizšķiras ministrijai	51713099	0.2179376083188908
latvijā sākusies gripas epidēmija	51710445	0.2179368029739777
ieva jaunzeme: pēdējais laiks iesniegt gada deklarācijas, lai nerastos soda sankcijas	51695291	0.21793103448275863
piektdien pūtīs stiprs vējš; kurzemē izsludināts dzeltenais brīdinājums	51698531	0.21793002915451895
fid oficiāli savā mājaslapā publicējis asv sankciju sarakstā iekļautā lemberga vārdu	51709963	0.2179245283018868
pentagons aptur saūda arābijas militāro studentu operatīvo apmācību	51712149	0.21790123456790123
#42: ipstens kūns	51714547	0.21789915966386555
šampinjoni, riekstiņi un persiki: 10 neparasti cepumi svētku dāvanu paciņām	51713935	0.21789383561643835
miris bijušais maskavas mērs lužkovs	51710165	0.21788389513108614
ziemassvētku dāvanu meklējumos: ko zem eglītes likt sievietēm un vīriešiem	51710377	0.21787709497206703
s1e13: 30 veidi kā piesaistīt klientus mājaslapai	51704213	0.21787330316742082
saeima rudens sesiju slēgs 27. decembrī; ziemas sesiju sāks 9. janvārī	51696613	0.21784565916398713
latvijā izgudrots unikāls produkts ādas kopšanai smēķējošām sievietēm	51695839	0.21784511784511784
vietām kurzemē, vidzemē un zemgalē autoceļi apledo	51712147	0.21784452296819787
daugavpilī mirusī sieviete ar trakumsērgu nebija inficējusies latvijā	51700593	0.21781914893617021
meksikas eksministrs aizturēts asv par kukuļu ņemšanu no narkotiku karteļa	51713607	0.21781411359724612
no pīrāgiem līdz štovētiem kāpostiem: bagātīga vegānisko recepšu kolekcija svētkiem	51714033	0.21774744027303755
asv izvirza apsūdzības diviem ar krievijas izlūkdienestiem saistītiem hakeriem	51698521	0.21774193548387097
ierobežos ārvalstu pensionāru braukšanas atlaides rīgas sabiedriskajā transportā	51714163	0.21771720613287904
pēc sankciju noteikšanas lembergam un viņa ģimenes locekļiem liegts iebraukt asv	51712259	0.21768826619964973
kurzemē lūdz apsūdzēt vīrieti par fizisku un seksuālu vardarbību pret bērniem	51714567	0.2176716917922948
sestdien 66 avārijās cietuši 17 cilvēki	51703667	0.21764018691588785
foto: trampu pāris pie baltā nama iededz nacionālo ziemassvētku egli	51700649	0.2176392572944297
vid konfiscē bīstamu psihotropo vielu un paštaisītu ieroci – pildspalvu	51699655	0.21763085399449036
vilšanās, pārsteigumi un spilgtākie notikumi – ar ko atmiņā palikusi f-1 sezona?	51696683	0.21762820512820513
'melnais/ pelēkais' saraksts – asv uzliek zīmogu latvijai	51710665	0.217619926199262
bērna piedzimšana samazina cenu. ko nozīmē būt sievietei sportā	51714549	0.21761744966442953
ziemassvētki un gadumija viļņā: svarīgākie datumi un vietas svētku sajūtas ķeršanai	51710043	0.21760828625235404
starptautiskā forumā diskutē par 5g tehnoloģiju pielietojumu transportā un ostu vadībā	51714175	0.21760204081632653
kariņš lauksaimniekiem 'paudis sapratni' par nepieciešamību panākt taisnīgu es lauksaimniecības politiku	51711927	0.2175892857142857
ugunsgrēkā rēzeknes novadā divi bojāgājušie; ventspils novadā – viens	51712255	0.21757469244288224
izglītojošas spēles bērniem – izvēlies, ko palikt zem eglītes šajos ziemassvētkos	51713117	0.217560553633218
valsts prezidents levits apžēlojis grautiņos apsūdzēto ansi ataolu bērziņu	51715747	0.21755663430420713
degot giroskūterim, dīvānam un sadzīves mantām, rēzeknē cietis viens cilvēks	51712257	0.21754385964912282
labdarības hokeja spēlē liepājā atkal 'lidos' mīkstās rotaļlietas	51699847	0.21753424657534245
ātrās kanēļmaizītes no saldētas kārtainās mīklas	51710447	0.21753246753246752
ceļā uz antarktiku pazudusi čīles militārā lidmašīna	51709555	0.21752873563218392
pirmssvētku laiks galvenokārt gaidāms silts un mitrs	51712245	0.21751760563380282
opozīcija neierodas uz sēdi un rosļikovs saglabā amatu pilsētas attīstības komitejā	51697263	0.2175
tiesās vīrieti, kurš no 14 sievietēm izkrāpa 150 000 eiro	51701083	0.2175
rīgas centrāltirgus cigarešu lietā aizturēto apsargu patur apcietinājumā	51709923	0.2174858223062382
sieviete nevēlas bērnus. vai ar viņu kaut kas nav kārtībā?	51712461	0.21748251748251748
foto: kā ziemassvētku gaidās saposusies daugavpils	51710293	0.2174766355140187
īstu vai mākslīgu? kādu eglīti izvēlēties svinībām	51700971	0.21746031746031746
ja brangai eglītei vietas nepietiek: alternatīvas idejas mājas rotāšanai	51695899	0.2174496644295302
nesāk iztiesāt apsūdzētā katoļu priestera zeiļas lietu	51713055	0.21744791666666666
klaudija petre: piecas svarīgākās tendences personāla vadībā 2020. gadā	51699903	0.21743869209809263
saeima līdz 12. martam pagarina ārkārtējo situāciju atkritumu apsaimniekošanā rīgā	51694801	0.21743772241992881
plāns pārņemt rīgas ostu valsts pārziņā ir 'tālu no saprāta robežām', uzskata burovs	51711769	0.21741472172351886
pūce uzdod vērtēt, vai sankcijas pret lembergu ietekmēs ventspils domes darbu	51713543	0.21741379310344827
valdība atbalsta pašvaldību deputātu skaita samazināšanu līdz 750 domniekiem	51711983	0.21740674955595027
nba šovs: spēlētāju iesauku 'oskari'	51704217	0.21738148984198646
mūžībā devusies rīgas latgales priekšpilsētas tiesas priekšsēdētāja sandra strence	51715245	0.2173805601317957
andris šuvajevs: taupības politikas noriets?	51710607	0.21737523105360443
'karš iemāca novērtēt laiku.' taņa reķis par dienestu izraēlas armijā un pārcelšanos uz latviju	51709759	0.21736641221374045
satiec seno bausku ziemā: interesants svētku laika maršruts	51712511	0.21736474694589877
apšaudē čehijas slimnīcā nogalināti seši cilvēki	51709915	0.21736242884250476
'delfi' parīzē: krievija varētu apstrīdēt pasaules antidopinga aģentūras lēmumu	51710161	0.2173545966228893
latvijas krievu savienības gājiens par izglītību krievu valodā pulcē pustūkstoti	51698421	0.21735294117647058
šķiršanās stāsts. ar vardarbības, baiļu un cīņas paņēmieniem par tiesībām uz bērnu	51715257	0.21735197368421053
krauze: zzs nenorobežosies no lemberga, notiekošais ir 'linča tiesa'	51715689	0.2173419773095624
foto: prāgā desmitiem tūkstoši cilvēku protestē pret premjeru babišu	51712589	0.21733449477351915
nepilnus divus gadus kopš mīklainās nāves apglabāts gērnsijā bojāgājušais mikus alps	51701117	0.2173228346456693
jau desmito gadu pēc kārtas dobelē norisinās sniegavīru saiets	51699837	0.2173076923076923
sarunas par mīlestību #21 – idus abra	51714611	0.2173076923076923
ziemeļkoreja draud atsākt trampa saukšanu nievājošos vārdos	51698685	0.21729651162790697
virza likuma izmaiņas par rd darba termiņa pagarināšanu pēc jaunām vēlēšanām	51697157	0.21729559748427674
palielina biļešu cenas vilcienos un reģionālo maršrutu autobusos	51701003	0.21728232189973615
#25: 'pateikt paldies ir mūsu dns'. pieredzes stāstā dalās uzņēmuma 'wunder latvia' vadītājs ernests gabrāns	51714797	0.2172787979966611
'kpv lv' panāk kompromisu domes termiņa jautājumā; neatklāj nostāju par rd atlaišanu	51715177	0.21727272727272728
krāsnī cepti sāļie groziņi ar siera un majonēzes 'cepurītēm'	51713327	0.21727115716753023
rīgas domes satiksmes departaments nelietderīgi iztērējis vairākus simtus tūkstošu eiro, secina lvc	51715141	0.21724709784411278
francija rietumāfrikā nav koloniālu vai ekonomisku apsvērumu dēļ, apgalvo makrons	51697101	0.21724683544303797
pozīcijas maiņa: aae slavē sīrijas 'viedo līderi' asadu	51697169	0.21724137931034482
lu rīko filozofiem huserlam un heidegeram veltītu konferenci	51704235	0.21722972972972973
naudas balvās par izciliem sasniegumiem sportā izmaksās 1,16 miljonus eiro	51710565	0.21722222222222223
delfi aicina skolēnus pieteikties modernās žurnālistikas skolai #storygram!	51710735	0.21721915285451196
rīgā policijas meklētās meitenes atrastas sveikas un veselas	51715145	0.21721854304635763
lvm dabas parkā tērvetē svinēs gaismas svētkus	51712641	0.21721739130434783
tallinas ielas kvartālā notiks 'ziemas vegānsvētki'	51709637	0.21720841300191204
kāpēc krāsoties no rīta, ja tu vari uzkrāsoties pa ceļam?	51715999	0.21720516962843295
tramps kļuvis par 2019.gadā tviterī visapspriestāko politiķi	51711877	0.2172043010752688
trešdien būtiski nokrišņi nav gaidāmi	51711945	0.21720142602495543
20 vienkārši veidi, kā izdekorēt cepumus, izmantojot virtuves piederumus	51710159	0.21719924812030075
berlīne izsludina 'klimata ārkārtas stāvokli'	51711989	0.21719858156028368
koalīcijas ideja vēlēt domi uz vairāk nekā četriem gadiem aizķeras komisijā	51710745	0.2171875
foto: valsts prezidents levits kopā ar dzīvesbiedri iededz svētku egli	51711885	0.21717352415026833
trakumsērgas galvenie simptomi mirušajai sievietei netika novēroti, saka slimnīcas vadītājs	51696985	0.21714285714285714
sāls traipi un savēlies džemperis. kā atbrīvoties no ziemas modes likstām	51709863	0.21714285714285714
latvijas transporta dienās zviedrijā prezentēja tranzīta koridora priekšrocības	51709919	0.2171401515151515
karstvīna svētki un nakts pārgājieni: pasākumi trešajā adventē	51699923	0.2171195652173913
putins: es nostāja molotova-ribentropa pakta jautājumā ir 'nekaunīgi meli'	51715321	0.21710310965630114
#68: kā sokas latvijas basketbolistiem eiropā?	51716109	0.2170967741935484
bordāns noliedz savu ietekmi uz asv lēmumu vērst sankcijas pret lembergu	51711761	0.2170863309352518
policija lūdz palīdzību no slimnīcas izgājušas sievietes meklēšanā	51715199	0.21707920792079208
kaujinieku uzbrukumā nigēras militārajai bāzei bojā gājuši 73 karavīri	51716111	0.2170692431561997
piešķir naudu motokrosa pč licencei un hokeja čempionāta rīkošanai	51710775	0.21706422018348623
jaunas pārbaudes pansionātā sirmgalves nāves lietā: 'šis gadījums ir neizprotams'	51711471	0.21705989110707805
degot bez uzmanības atstātam ēdienam, kuldīgas novadā cieš cilvēks	51715681	0.21704545454545454
mjanmas līdere ano tiesā noraida apsūdzības genocīdā	51715125	0.2170265780730897
aptiekā izsniegs līdzvērtīgas, bet lētākas zāles	51700219	0.2170241286863271
ziemassvētku eglīte podiņā: kā kopt un kad pareizi izstādīt ārā	51714813	0.217
ceturtdien līs un snigs slapjš sniegs	51715273	0.21699507389162562
foto: asv apšaudē košera pārtikas veikalā trīs nogalinātie	51715341	0.2169934640522876
kūstošās grenlandes ledus segas dēļ jūras līmenis pacēlies par 10,6 milimetriem	51711953	0.21699288256227758
taps mini dokumentālā filma par pasaulslavenu ziemassvētku hitu	51699565	0.2169889502762431
samoa aiztur antivakcinācijas kampaņas aktīvistu; pasaulē pērn no masalām miruši 142 000	51699245	0.21694915254237288
asv pārstāvju palāta pieņem sankcijas pret krievijas gāzesvadiem	51715585	0.21693811074918568
jurģis klotiņš: par eiropas savienību, kas dodas tuvāk ģimenēm, nācijām un savām saknēm	51699925	0.21693766937669376
kartupeļu ceļš uz latviešu vēderiem: populārākās šķirnes un špikeris to izmantošanai	51700195	0.21693548387096775
sešas idejas skaistam ziemassvētku galda klājumam	51696787	0.2169329073482428
nbs no prāmja slimnīcā nogādā pasažieri, kuram palicis slikti	51709151	0.2169230769230769
ieslodzījumā atrodas vismaz 250 žurnālisti, visvairāk ķīnā	51715061	0.2168885191347754
no nākamā gada paaugstinās minimāli piejaucamo biodegvielas apmēru degvielai; pieaugs cenas	51711727	0.21687725631768953
grasās aizliegt publiskos pasākumos izmantot psrs un nacistiskās vācijas formas tērpus	51694647	0.21684782608695652
pretterorisma plānā – īpaša vērība cilvēku masveida pulcēšanās vietu drošībai	51711755	0.21684684684684685
moderna pieeja sievietes veselībai	51697277	0.21682242990654205
'eurobasket' zaudējumi – latvijas basketbola izlašu spēlēs atgūstamie 90 tūkstoši	51711419	0.21681818181818183
ek nāk klajā ar eiropas zaļo līgumu	51715413	0.2168026101141925
ziemassvētku brīvdienās strādās atsevišķas pasta nodaļas; pabalstus un pensijas izmaksās ātrāk	51716215	0.2168006430868167
vairāki lemberga konti latvijas bankās bloķēti vairāk nekā desmit gadus	51711181	0.2167883211678832
pūce ierosina rīgas domes atlaišanu; ārkārtas vēlēšanas grib 29. februārī	51698703	0.21676300578034682
ceturtdienas rītā vietām zemgalē un vidzemē apledojuši autoceļi	51715593	0.21674796747967479
jūrā atrastas atlūzas, kas varētu būt no pazudušās čīles lidmašīnas	51716277	0.21674679487179488
lb visio #87: huberts no polijas	51704237	0.21674157303370786
ne tikai lampiņu virtenes! radošas idejas svētku uzburšanai dārzā	51709887	0.21673003802281368
cehs.lv: ziemassvētki? drīzāk ziemasmēsli hahaha	51715305	0.21672131147540982
biedrība aicina bērnus ar celiakiju uz bezglutēna ziemassvētku eglīti rīgā	51700391	0.21671122994652406
svētku galda karaliene – lauku torte: 6 receptes gan iesācējiem, gan profesionāļiem	51711031	0.21666666666666667
misija – čebureki. 'tasty' praksē pārbauda uzbeku šefpavāra ieteikumus	51623785	0.21666666666666667
ameriks nav izlēmis par dalību domes vēlēšanās; ndf pievienosies kādai partijai	51700481	0.21666666666666667
valdība konceptuāli atbalsta priekšlikumu atpirkt miljonāriem piederošo zemi biķernieku sporta kompleksā	51711495	0.21666666666666667
baltijas ministru padomes premjerministru sanāksmes laikā ierobežos satiksmi rīgā	51698697	0.21666666666666667
sabiedrība redz tikai zibsni – 'omega' snaiperis par dienestu vienībā	51699561	0.21662049861495844
bosnija pirmo reizi kopš deviņdesmitajiem pārņem gaisa telpas kontroli	51694681	0.21660649819494585
demokrāti nāk klajā ar divām apsūdzībām impīčmenta procesā pret trampu	51711417	0.21657559198542806
'tā tiek saukta par nodevību', pievienošanos koalīcijai ar 'saskaņu' komentē broka	51699347	0.21657381615598886
uz slāvu apļa apgāzusies automašīna	51698877	0.21657142857142858
foto: sācies vides objektu festivāls 'ziemassvētku egļu ceļš'	51697149	0.2165615141955836
noklausies! grupa 'credo' piedāvā jaunu dziesmu 'brīnumu nakts'	51709443	0.2165067178502879
svini ziemassvētkus zaļi! idejas paša veidotām eglītēm, rotājumiem un iesaiņojumiem	51716331	0.21648
alūksnes novadā ugunsgrēkos gājuši bojā divi cilvēki	51698983	0.21647727272727274
foto: kādas smukumlietas var atrast tradicionālajā ziemassvētku tirdziņā 'dominā'	51716223	0.21645264847512038
gru izmantojusi francijas alpu reģionu par savu bāzi, ziņo medijs	51694795	0.21642857142857144
šoigu rosina sodīt ārzemēs esošo padomju memoriālu vandaļus	51719785	0.21642441860465117
ano nosoda krimas okupāciju un aicina nekavējoties atvilkt krievijas spēkus	51708813	0.21640776699029127
